"","title","description","redirect_url","latitude","longitude","salary_max","salary_is_predicted","id","salary_min","adref","created","__CLASS__","contract_type","contract_time","__CLASS__","label","tag","__CLASS__","display_name","display_name","__CLASS__","area"
"361","Senior Software Engineer - Full Stack Development - Java/Spring (7-12 yrs) Bangalore/Pune (Backend Developer)","We're looking for an experienced Full Stack Engineer with knowledge of all stages of software development. This individual will work alongside other engineers and developers, collaborating on the various layers of the infrastructure for our NextGen SIEM 2.0 Technology product. Years Of Experience : 7 To 12 : - Utilizes all layers of the stack to design and develop enterprise applications - Proficient in designing and developing high-quality Java/Spring Boot microservices - Work with the enginee¡­","https://www.adzuna.in/land/ad/1867628828?se=SMvsc7076xGtuUivdyXBjA&utm_medium=api&utm_source=f0c87e31&v=3FC3093BF1CEA08CE38F16B79DF2BA7BEB397DD3",NA,NA,NA,"0","1867628828",NA,"eyJhbGciOiJIUzI1NiJ9.eyJzIjoiU012c2M3MDc2eEd0dVVpdmR5WEJqQSIsImkiOiIxODY3NjI4ODI4In0.q88FYJbNtEXZ0VdEgMG17yj5QskPyuqErBISZh5_oHg","2020-12-08T03:08:16Z","Adzuna::API::Response::Job","permanent","full_time","Adzuna::API::Response::Category","IT Jobs","it-jobs","Adzuna::API::Response::Company","Yitro business consultants","India","Adzuna::API::Response::Location","India"
"362","React Native Developer - iOS & Android Platform (4-6 yrs) Delhi NCR (Mobile Applications)","Position: SDE, React Native Experience: 4 Years Overview The position plays a key role in the technology team responsible for developing cross-platform mobile applications and integrating them with larger IoT ecosystem. Role - Understand requirements and functional specifications - Write well-structured, testable, and efficient code - Ensure quality product is delivered within defined timelines - Adhere to industry best practices and contribute to internal coding standards - Communicate with st¡­","https://www.adzuna.in/land/ad/1791166551?se=SMvsc7076xGtuUivdyXBjA&utm_medium=api&utm_source=f0c87e31&v=FDDAA39CDFFF007A5179B4CC78DD7EE658F2EB45",NA,NA,NA,"0","1791166551",NA,"eyJhbGciOiJIUzI1NiJ9.eyJpIjoiMTc5MTE2NjU1MSIsInMiOiJTTXZzYzcwNzZ4R3R1VWl2ZHlYQmpBIn0.5fnLoTJ2thZF5tdrLagi-xwyorSeKSj1cuR4ZaZ9QAY","2020-10-30T02:49:06Z","Adzuna::API::Response::Job","permanent","full_time","Adzuna::API::Response::Category","IT Jobs","it-jobs","Adzuna::API::Response::Company","Paper Plane Tech Works","Delhi, India","Adzuna::API::Response::Location","c(""India"", ""Delhi"")"
"363","MMAD Communications - Android Developer - Java/SDK/REST API (3-7 yrs) Gurgaon/Gurugram (Mobile Applications)","Responsibilities :&nbsp; - Design and build advanced applications for the Android platform. - Collaborate with cross-functional teams to define, design, and ship new features. - Work with outside data sources and API's. - Unit-test code for robustness, including edge cases, usability, and general reliability. - Work on bug fixing and improving application performance. - Continuously discover, evaluate, and implement new technologies to maximize development efficiency. Requirements and Qualifica¡­","https://www.adzuna.in/land/ad/1855577013?se=SMvsc7076xGtuUivdyXBjA&utm_medium=api&utm_source=f0c87e31&v=BB039F6173BA9C9F30861468A85D99CF2B3D316E",NA,NA,NA,"0","1855577013",NA,"eyJhbGciOiJIUzI1NiJ9.eyJzIjoiU012c2M3MDc2eEd0dVVpdmR5WEJqQSIsImkiOiIxODU1NTc3MDEzIn0.OvF35xr_5f_mTv_ebF5XkPdZTMYWT4ooOCCiynD0b9k","2020-12-02T03:23:00Z","Adzuna::API::Response::Job","permanent","full_time","Adzuna::API::Response::Category","IT Jobs","it-jobs","Adzuna::API::Response::Company","MMAD Communications Private Limited","India","Adzuna::API::Response::Location","India"
"364","Web Developer - Wordpress/SaaS (2-6 yrs) Bangalore (Backend Developer)","Qualifications : - 3 years of web development experience, preferably in SaaS and with WordPress. - Solid Understanding of Object-Oriented Programming (OOP) and PHP back-end development. - Strong understanding of HTML5/CSS3, JavaScript, jQuery, and responsive design - Strong understanding of UI / UX - Knowledge in WordPress security, and optimization (Google Page Speed, Caching, CDN, GZip etc). - Strong understanding of WordPress, Theming, and Module Development. - Strong experience with Photosh¡­","https://www.adzuna.in/land/ad/1867629196?se=SMvsc7076xGtuUivdyXBjA&utm_medium=api&utm_source=f0c87e31&v=356ACD7C9B8EA5C7BA9397DB08A2E42E7C5230C0",12.95703,77.59837,NA,"0","1867629196",NA,"eyJhbGciOiJIUzI1NiJ9.eyJzIjoiU012c2M3MDc2eEd0dVVpdmR5WEJqQSIsImkiOiIxODY3NjI5MTk2In0.BgjeRzdTBoeIcGjXkhFxem27OLRtlKwl3t8a-tlGTg4","2020-12-08T03:08:24Z","Adzuna::API::Response::Job","permanent","full_time","Adzuna::API::Response::Category","IT Jobs","it-jobs","Adzuna::API::Response::Company","Catalyst Solutions","Bangalore, Karnataka","Adzuna::API::Response::Location","c(""India"", ""Karnataka"", ""Bangalore"")"
"365","Embedded/Linux/C++ Developer - Linux OS/Open Source - C2H (9-12 yrs) Bangalore/Chennai/Hyderabad (Semiconductor/VLSI/EDA)","We have a following job opportunity with one of our clients. Please find below the brief description for the role. Job Title : Embedded Linux C++ Developer Experience : 9 years Location : Bangalore/Hyderabad Job Type : 12-18 months Contract -Extendable Notice period must not be more than 15-20 days - Good communication skills. - Strong Computer programming skills using C++ in a Linux environment - Experience in Object-Oriented design and Multithreaded programming - Strong analytical and problem¡­","https://www.adzuna.in/land/ad/1835762652?se=SMvsc7076xGtuUivdyXBjA&utm_medium=api&utm_source=f0c87e31&v=79AEA1D5772FC168743981F3F0D5CE1B5CBFC9BA",NA,NA,NA,"0","1835762652",NA,"eyJhbGciOiJIUzI1NiJ9.eyJzIjoiU012c2M3MDc2eEd0dVVpdmR5WEJqQSIsImkiOiIxODM1NzYyNjUyIn0.eOMo6xAVA9FVNubOCDt0OwO_zNdFTu-lN-5WJU6C_bk","2020-11-21T02:45:39Z","Adzuna::API::Response::Job","permanent","full_time","Adzuna::API::Response::Category","IT Jobs","it-jobs","Adzuna::API::Response::Company","BrizzTech Consulting","India","Adzuna::API::Response::Location","India"
"366","Terse Software - iOS Developer - Xcode/SWIFT/Objective C (4-6 yrs) Pune (Mobile Applications)","We Terse Software Pvt Ltd are looking for an iOS Developer. Please check the description given below. Mandatory Skills : 1. Familiarity with Swift and Objective C coding ability with Xcoder for iOS (iPhone/iPad). 2. Familiarity with working extensively on Xcode, Interface Builder. 3. Familiarity in working with data parsing forms such as JSON, to dynamically display data on iPhone/iPad. 4. In-depth knowledge of programming language - Swift. (Basic understanding of Objective C). Good to have : 1¡­","https://www.adzuna.in/land/ad/1806775681?se=SMvsc7076xGtuUivdyXBjA&utm_medium=api&utm_source=f0c87e31&v=8984A79053B7C813084DE29748DCB3CBEF3EAD85",18.5062,73.84735,NA,"0","1806775681",NA,"eyJhbGciOiJIUzI1NiJ9.eyJpIjoiMTgwNjc3NTY4MSIsInMiOiJTTXZzYzcwNzZ4R3R1VWl2ZHlYQmpBIn0.hZFDCu_uVCrSD_Dc6PyLm06Ywh1SgRWrMNkYgXyBpJE","2020-11-07T02:53:09Z","Adzuna::API::Response::Job","permanent","full_time","Adzuna::API::Response::Category","IT Jobs","it-jobs","Adzuna::API::Response::Company","Terse Software Pvt Ltd","Pune, Maharashtra","Adzuna::API::Response::Location","c(""India"", ""Maharashtra"", ""Pune"")"
"367","Loved.com - Senior Node.js Developer (3-6 yrs) Any Location/Gurgaon/Gurugram (Backend Developer)","Location : Remote Location Loved is a mission-driven financial services platform designed for the next generation. The company is headquartered in San Francisco USA with its extended office in Gurgaon . Loved is growing fast and has an exciting opportunity for someone to join the office of Loved as a Senior NodeJS Develope r. You will : - Work in a fast-paced environment that develops growth, collaboration, and innovation. - Have 3 years or more of backend development experience including with ¡­","https://www.adzuna.in/land/ad/1791165441?se=SMvsc7076xGtuUivdyXBjA&utm_medium=api&utm_source=f0c87e31&v=58EAD9AEC91DC201F51DF590ED913EF30BBF1CCF",NA,NA,NA,"0","1791165441",NA,"eyJhbGciOiJIUzI1NiJ9.eyJzIjoiU012c2M3MDc2eEd0dVVpdmR5WEJqQSIsImkiOiIxNzkxMTY1NDQxIn0.vVV7VfMrw9basfexEoKDken43xvRRuI9aGXUgl7FeHs","2020-10-30T02:48:52Z","Adzuna::API::Response::Job","permanent","full_time","Adzuna::API::Response::Category","IT Jobs","it-jobs","Adzuna::API::Response::Company","Loved | loved.com","India","Adzuna::API::Response::Location","India"
"368","SAS Professional - Campaign Management/Customer Intelligence Tools (1-8 yrs) Delhi NCR/Gurgaon/Gurugram (Analytics & Data Science)","Responsibilities &amp; Requirements : - Liaison with the Business team to understand the new requirements and check the feasibility of&nbsp;executing the same using the SAS Campaign management tool. - Set up the campaigns in the SAS CM tool for all the communication channels. - Monitor/Track end to end Campaign Performance and profitability and share insights for betterment. - Experience in Customer Intelligence Studio and Campaign Execution using SAS is mandatory. Apply only if you have worked¡­","https://www.adzuna.in/land/ad/1846482207?se=SMvsc7076xGtuUivdyXBjA&utm_medium=api&utm_source=f0c87e31&v=E9D15584C524B8BE833FD0CCE0E3F3F37F84CCB8",NA,NA,NA,"0","1846482207",NA,"eyJhbGciOiJIUzI1NiJ9.eyJzIjoiU012c2M3MDc2eEd0dVVpdmR5WEJqQSIsImkiOiIxODQ2NDgyMjA3In0.f2yOhIehxKs-Fjn7mY14fuyq_N-v2fiRfe4ab6wRmGw","2020-11-27T02:55:25Z","Adzuna::API::Response::Job","permanent","full_time","Adzuna::API::Response::Category","IT Jobs","it-jobs","Adzuna::API::Response::Company","Afflatus HR","India","Adzuna::API::Response::Location","India"
"369","OLX Group - Senior Product Manager - Roadmap & Strategy (5-10 yrs) Bangalore (Product Management)","Candidate must have 5 years of work experience with any Product based company. Responsibilities : - Work with key stakeholders to solve for the biggest impediments to scale - Build a product that is easy to understand and use Significantly lower processing time and Cost of execution and drive process excellence by building products that leverage intelligence and automation. Qualifications : - Prior experience in a FinTech/B2B Product/eCommerce company is an advantage - Demonstrated ability to t¡­","https://www.adzuna.in/land/ad/1862404443?se=SMvsc7076xGtuUivdyXBjA&utm_medium=api&utm_source=f0c87e31&v=D3017AF305752ED25A5AF68462F8745A113C9331",12.95703,77.59837,NA,"0","1862404443",NA,"eyJhbGciOiJIUzI1NiJ9.eyJpIjoiMTg2MjQwNDQ0MyIsInMiOiJTTXZzYzcwNzZ4R3R1VWl2ZHlYQmpBIn0.C261ue6P8kcdgHMNMSFuQqczx9C8vdt__MmbWlkWS64","2020-12-05T03:34:26Z","Adzuna::API::Response::Job","permanent","full_time","Adzuna::API::Response::Category","IT Jobs","it-jobs","Adzuna::API::Response::Company","OLX Group","Bangalore, Karnataka","Adzuna::API::Response::Location","c(""India"", ""Karnataka"", ""Bangalore"")"
"370","IT Audit Engineer - CISA/CISM (0-8 yrs) Gurgaon/Gurugram/Noida (DevOps)","Mega Drive on 21st March'20 for IT Audit with a leading MNC Locations : Gurgaon and Noida Experience : 0-8 Years Information Risk Management in External Audit (IRMeA) Must have (at least 3-5 of these in any combination): ITGC/GITC/Application Controls/Automated Controls/IRM/SOX 404/SOX Reviews/SOC1 Reports/ISAE/SAS 70/ General IT Controls/ IT General Controls/IT Automated Controls (ITAC)/IT Risk and Assurance (ITRA)/ System Audit/ IT Audit/Enterprise Risk Service (ERS)/ TOD/TOE/Test of Design (¡­","https://www.adzuna.in/land/ad/1858066339?se=SMvsc7076xGtuUivdyXBjA&utm_medium=api&utm_source=f0c87e31&v=976DB31903955D4AF46C514908D9261091D7B298",NA,NA,NA,"0","1858066339",NA,"eyJhbGciOiJIUzI1NiJ9.eyJpIjoiMTg1ODA2NjMzOSIsInMiOiJTTXZzYzcwNzZ4R3R1VWl2ZHlYQmpBIn0.Cir1GeVFUN0bnNbMkPvwK5tQGxuZDQr1odh8o13TcZM","2020-12-03T03:11:34Z","Adzuna::API::Response::Job","permanent","full_time","Adzuna::API::Response::Category","IT Jobs","it-jobs","Adzuna::API::Response::Company","ContactX","India","Adzuna::API::Response::Location","India"
"371","Flyonit Solutions - UI Developer - AngularJS/Javascript (3-9 yrs) Kolkata (Frontend Developer)","We are looking for talented Front-End Web Developers to join immediately to our development team, based in Kolkata The ideal candidate would be a Computer Science/Information Technology graduate with a strong understanding of HTML, CSS, JS and AngularJS, Magento and wordpress. Some understanding of UI/UX design is necessary. 1. At least 3 years full-time experience in designing modern, responsive websites. 2. Strong HTML5, CSS3, and JavaScript (including JQuery) skills, Magento and wordpress. 3¡­","https://www.adzuna.in/land/ad/1871966177?se=SMvsc7076xGtuUivdyXBjA&utm_medium=api&utm_source=f0c87e31&v=47A573D5FF2A069A6924D35CBF6B99FF3A660A0E",22.57285,88.34373,NA,"0","1871966177",NA,"eyJhbGciOiJIUzI1NiJ9.eyJzIjoiU012c2M3MDc2eEd0dVVpdmR5WEJqQSIsImkiOiIxODcxOTY2MTc3In0.oiFfZ-0FO1_KE8vmr5Wy_d0Ron0IO0w8eOhHpwvc06c","2020-12-10T03:33:59Z","Adzuna::API::Response::Job","permanent","full_time","Adzuna::API::Response::Category","IT Jobs","it-jobs","Adzuna::API::Response::Company","Flyonit Solutions Pvt. Ltd.","Kolkata, West Bengal","Adzuna::API::Response::Location","c(""India"", ""West Bengal"", ""Kolkata"")"
"372","Full Stack Developer - Web Apps (2-7 yrs) Noida (Frontend Developer)","Job Title : Full Stack Developer - Web Apps - (NodeJS, AngularJS or ReactJS &amp; AWS) Location : Permanent Work from Home from Anywhere in India Mandatory Skills : (NodeJS, AngularJS or ReactJS &amp; AWS) Basic Overview : You will work on a high scale production application that does many thousand transactions a day and will re-engineer and add features so it grows to millions of transactions a day. You will also be responsible for creating functional and aesthetic user experiences. What is ou¡­","https://www.adzuna.in/land/ad/1776202075?se=SMvsc7076xGtuUivdyXBjA&utm_medium=api&utm_source=f0c87e31&v=6AC5EC430C17D4DF9E24A614F33313820F4C0F20",28.56579,77.3225,NA,"0","1776202075",NA,"eyJhbGciOiJIUzI1NiJ9.eyJzIjoiU012c2M3MDc2eEd0dVVpdmR5WEJqQSIsImkiOiIxNzc2MjAyMDc1In0.AJZXz8viVHE-YJ8oX2DxgsYaYITiwL6iC8KC79Ns4bA","2020-10-22T02:39:53Z","Adzuna::API::Response::Job","permanent","full_time","Adzuna::API::Response::Category","IT Jobs","it-jobs","Adzuna::API::Response::Company","Merlin Consultant","Noida, Ghaziabad","Adzuna::API::Response::Location","c(""India"", ""Uttar Pradesh"", ""Ghaziabad"", ""Noida"")"
"373","Senior Frontend Developer - Web Apps - React.js/Javascript (3-4 yrs) Bangalore (Frontend Developer)","Technologies : Javascript, ReactJS, React-Native Primary responsibility as a front end software engineer will be to be a highly technical, hands-on software engineer on our front end components of the platform such as mobile and web applications&nbsp; You should have a Bachelors or Masters in Computer Science from a reputed Ivy League university or equivalent premier institute in India, and a minimum of 2 years of experience in software engineering, a deep interest in fintech, software developm¡­","https://www.adzuna.in/land/ad/1833896961?se=SMvsc7076xGtuUivdyXBjA&utm_medium=api&utm_source=f0c87e31&v=79F4A2E1B3A41EAD699F5B8F5F951294449A1360",12.95703,77.59837,NA,"0","1833896961",NA,"eyJhbGciOiJIUzI1NiJ9.eyJzIjoiU012c2M3MDc2eEd0dVVpdmR5WEJqQSIsImkiOiIxODMzODk2OTYxIn0.HzDJfSXFBOMuZ1OZ6ir5gdFtul1fGsdbas9sGvNUh4I","2020-11-20T02:57:54Z","Adzuna::API::Response::Job","permanent","full_time","Adzuna::API::Response::Category","IT Jobs","it-jobs","Adzuna::API::Response::Company","SkillDeck","Bangalore, Karnataka","Adzuna::API::Response::Location","c(""India"", ""Karnataka"", ""Bangalore"")"
"374",".Net Developer - AWS/SQL/Design Patterns (4-8 yrs) Jaipur (Backend Developer)","Designation : SSE-SA (.Net Core Sr. Developer) No of Position : Four Experience Years : 4 to 8 Years On-board Time : 15 Days Priority : High Must Have Skills : 1. Excellent Aptitude, Attitude and Communication Skills 2. Strong understanding of OOPS Concepts 3. Experience with the .NET framework and .NET Core technologies: C# 4. Writing and consuming REST API/Web API in .Net framework, .Net Core 5. Excellent knowledge and working experience in Microservice Architecture 6. RDBMS Concepts, MS-SQL ¡­","https://www.adzuna.in/land/ad/1835763221?se=SMvsc7076xGtuUivdyXBjA&utm_medium=api&utm_source=f0c87e31&v=90AD30971CF62EFC5BE85EB2A5BCEF4D287F6CBF",26.7441,75.9469,NA,"0","1835763221",NA,"eyJhbGciOiJIUzI1NiJ9.eyJpIjoiMTgzNTc2MzIyMSIsInMiOiJTTXZzYzcwNzZ4R3R1VWl2ZHlYQmpBIn0.xaLXr7pHMKSCwSrevZo3zfchPFKe4YtdOxsG7xQ-KjY","2020-11-21T02:45:40Z","Adzuna::API::Response::Job","permanent","full_time","Adzuna::API::Response::Category","IT Jobs","it-jobs","Adzuna::API::Response::Company","Marktine","Jaipur, Rajasthan","Adzuna::API::Response::Location","c(""India"", ""Rajasthan"", ""Jaipur"")"
"375","Rawdata Technologies - AngularJS Developer - HTML5/CSS3/Javascript (1-5 yrs) Cochin/Kochi (Frontend Developer)","Responsibilities : - Delivering a complete front end application - Ensuring high performance on mobile and desktop - Coordinating the workflow between the graphic designer, the HTML coder, and yourself - Cooperating with the back-end developer in the process of building the RESTful API - Communicating with external web services - Continuously discover, evaluate, and implement new technologies to maximize development efficiency. Skills and Qualifications : - A total of 2-4 Years experience in so¡­","https://www.adzuna.in/land/ad/1874268328?se=SMvsc7076xGtuUivdyXBjA&utm_medium=api&utm_source=f0c87e31&v=2F1E9D86EE11283F5594E1D69F17B372CA73D17A",NA,NA,NA,"0","1874268328",NA,"eyJhbGciOiJIUzI1NiJ9.eyJpIjoiMTg3NDI2ODMyOCIsInMiOiJTTXZzYzcwNzZ4R3R1VWl2ZHlYQmpBIn0.d_4FwIo-F1kYD_-bDm-szGJz4YxdSpJH9RpsNFQsob4","2020-12-11T03:33:50Z","Adzuna::API::Response::Job","permanent","full_time","Adzuna::API::Response::Category","IT Jobs","it-jobs","Adzuna::API::Response::Company","RawData","Ernakulam, Kerala","Adzuna::API::Response::Location","c(""India"", ""Kerala"", ""Ernakulam"")"
"376","Lead DevOps Engineer - Linux/Docker (8-12 yrs) Bangalore (DevOps)","Rakuten India Development Centre is the second largest technology hub outside of Japan that enables &amp; builds platforms for global E commerce, Payments, Digital, AI, Data Science services across the globe. The India arm serves as a research and development center with an employee strength of 700 (&amp; Growing). Job Description : - Constantly re-evaluate the existing architecture, infrastructure and process and take actions to make a change - Develop new functions and maintain the automated ¡­","https://www.adzuna.in/land/ad/1818939665?se=SMvsc7076xGtuUivdyXBjA&utm_medium=api&utm_source=f0c87e31&v=5E541470F5350CB0673E29BAA915D1B0CB8BD3B6",12.95703,77.59837,NA,"0","1818939665",NA,"eyJhbGciOiJIUzI1NiJ9.eyJzIjoiU012c2M3MDc2eEd0dVVpdmR5WEJqQSIsImkiOiIxODE4OTM5NjY1In0.r9TCAgMNc0AHqW2kZr0TjclVcx_Ck6FjRZK3JwVFXUo","2020-11-13T02:50:15Z","Adzuna::API::Response::Job","permanent","full_time","Adzuna::API::Response::Category","IT Jobs","it-jobs","Adzuna::API::Response::Company","Talent500","Bangalore, Karnataka","Adzuna::API::Response::Location","c(""India"", ""Karnataka"", ""Bangalore"")"
"377","Cactus Communications - Director of Engineering - System Design (10-15 yrs) Mumbai/Pune (Backend Developer)","Who we are and what we do : Founded in 2002,Cactus Communications(CACTUS)solves problems for researchers, universities, publishers,academicsocieties, and life science organizationsthrough innovative products and services developed under the brands Editage, Cactus Life Sciences, R, Impact Science, UNSILO, and Cactus Labs. CACTUS has offices in Princeton, London, Aarhus, Singapore, Beijing, Shanghai, Seoul, Tokyo, Hyderabad, Bengaluru, Mumbai; a global workforce of over 3,000 experts; and custome¡­","https://www.adzuna.in/land/ad/1782161711?se=SMvsc7076xGtuUivdyXBjA&utm_medium=api&utm_source=f0c87e31&v=DEAC328514890B6ED877A55511A1A5C4FFEEBB73",NA,NA,NA,"0","1782161711",NA,"eyJhbGciOiJIUzI1NiJ9.eyJpIjoiMTc4MjE2MTcxMSIsInMiOiJTTXZzYzcwNzZ4R3R1VWl2ZHlYQmpBIn0.jdNa_NoCYiA5Y27mIc1vVT2VBeiKYqUypDtJDS1fWX0","2020-10-25T02:39:38Z","Adzuna::API::Response::Job","permanent","full_time","Adzuna::API::Response::Category","IT Jobs","it-jobs","Adzuna::API::Response::Company","Cactus Communications","Mumbai, Maharashtra","Adzuna::API::Response::Location","c(""India"", ""Maharashtra"", ""Mumbai"")"
"378","OnGraph Technologies - React.js Developer - Redux/Javascript (1-3 yrs) Any Location/Noida (Frontend Developer)","Job Description Office location : Noida Exp : 1-3yrs We are looking to hire React js developers with 1-3 years of UI development experience with hands on experience in React.js Development who can join asap. Responsibilities : - Developing new user-facing features using React.js - Building reusable components and front-end libraries for future use - Translating designs and wireframes into high quality code - Optimizing components for maximum performance across a vast array of web-capable device¡­","https://www.adzuna.in/land/ad/1867629142?se=SMvsc7076xGtuUivdyXBjA&utm_medium=api&utm_source=f0c87e31&v=C9F6790B3096614FCA5491849E322648E4CB415E",NA,NA,NA,"0","1867629142",NA,"eyJhbGciOiJIUzI1NiJ9.eyJpIjoiMTg2NzYyOTE0MiIsInMiOiJTTXZzYzcwNzZ4R3R1VWl2ZHlYQmpBIn0.CEAXi9aCEyPGIBgLtXKGkNbPL8JNHJ6HWE0ykL9vxtk","2020-12-08T03:08:23Z","Adzuna::API::Response::Job","permanent","full_time","Adzuna::API::Response::Category","IT Jobs","it-jobs","Adzuna::API::Response::Company","Ongraph","India","Adzuna::API::Response::Location","India"
"379","ShopEagle - Full Stack Mobile Developer - MERN Stack (2-15 yrs) Anywhere in India/Multiple Locations (Backend Developer)","Are you a passionate mobile application developer who wants to join a company working to create an innovative online marketplace for small and medium-sized businesses? Then this job posting is for you. - You will be working on building, maintaining, and optimizing our existing mobile platform based on the MERN stack in both IOS and Android devices at high-quality standards. You will be working alongside our product team to understand the user needs/feedback and product direction. This is a grea¡­","https://www.adzuna.in/land/ad/1801102975?se=SMvsc7076xGtuUivdyXBjA&utm_medium=api&utm_source=f0c87e31&v=8FBEF695482887D7FA59D62209BD114977D546E3",NA,NA,NA,"0","1801102975",NA,"eyJhbGciOiJIUzI1NiJ9.eyJpIjoiMTgwMTEwMjk3NSIsInMiOiJTTXZzYzcwNzZ4R3R1VWl2ZHlYQmpBIn0.E-LoArOCAjZ73OAVgEUFpLpRff4Z-8Gs3Xrlqe_1OyE","2020-11-04T02:52:14Z","Adzuna::API::Response::Job","permanent","full_time","Adzuna::API::Response::Category","IT Jobs","it-jobs","Adzuna::API::Response::Company","ShopEagle","India","Adzuna::API::Response::Location","India"
"380","Quality Assurance Tester - Automation Testing (2-6 yrs) Hyderabad (Quality Assurance)","Job description : - As a QA, you will be responsible for having a keen eye on detailing the product and finding anomalies in the product flow/UI/text etc. Along with that, youre responsible for designing and building best-in-class automation frameworks and systems for our high scale products that range from utility apps to transactional products to our service oriented architecture. In addition, you will own key quality metrics, build test strategy and write automation tests. - The ideal candid¡­","https://www.adzuna.in/land/ad/1788669185?se=SMvsc7076xGtuUivdyXBjA&utm_medium=api&utm_source=f0c87e31&v=0017FD89B1D930A90FE6F4C037DDE490AB565CF3",17.40275,78.50806,NA,"0","1788669185",NA,"eyJhbGciOiJIUzI1NiJ9.eyJpIjoiMTc4ODY2OTE4NSIsInMiOiJTTXZzYzcwNzZ4R3R1VWl2ZHlYQmpBIn0.DqTZJTYX9o_Ew70XgDs4KoFa3LV5fvOrPhfY8cvoRxg","2020-10-29T02:38:22Z","Adzuna::API::Response::Job","permanent","full_time","Adzuna::API::Response::Category","IT Jobs","it-jobs","Adzuna::API::Response::Company","AppyHigh Technology","Hyderabad, Telangana","Adzuna::API::Response::Location","c(""India"", ""Telangana"", ""Hyderabad"")"
"381","Business Head MFD","All of our consultants at RGF Professional Recruitment India remain contactable through calls, emails or even video conferences and will continue to support you with your recruitment needs in these uncertain times. Prospecting Business Head FMCG based at Delhi/NCR for one of the leading FMCG organization having global presence with large headcounts & diversified verticals. Someone who already working on leadership role with relevant P&L 22 years experience in managing support functions team ,st¡­","https://www.adzuna.in/land/ad/1775590385?se=SMvsc7076xGtuUivdyXBjA&utm_medium=api&utm_source=f0c87e31&v=E5D43639AF14C2C444299CC023B157483F094818",28.56579,77.3225,NA,"0","1775590385",NA,"eyJhbGciOiJIUzI1NiJ9.eyJzIjoiU012c2M3MDc2eEd0dVVpdmR5WEJqQSIsImkiOiIxNzc1NTkwMzg1In0.qHgggS0wbwedrBCntpS6YtlA1alcI5QDR2NVNgvUJXE","2020-10-21T18:16:10Z","Adzuna::API::Response::Job",NA,NA,"Adzuna::API::Response::Category","Unknown","unknown","Adzuna::API::Response::Company","RGF Professional Recruitment India","Noida, Ghaziabad","Adzuna::API::Response::Location","c(""India"", ""Uttar Pradesh"", ""Ghaziabad"", ""Noida"")"
"382","Product Lead - Machine/Deep Learning - NLP/OpenCV/Python (5-8 yrs) Bangalore/Kolkata (Analytics & Data Science)","As a Product Lead : - You are responsible to lead the development of cutting edge artificial intelligence applications. You will build prototypes and explore conceptually new solutions in a fast-paced environment. You will be at the heart of a growing and exciting focus area for MSH and work with a variety of its business use cases to apply artificial intelligence techniques to our most difficult problems. - Research, design, develop, and modify computer vision and machine learning. algorithms ¡­","https://www.adzuna.in/land/ad/1782161321?se=SMvsc7076xGtuUivdyXBjA&utm_medium=api&utm_source=f0c87e31&v=5D150D4DF0F6CB34B73645A5B5DCBAFCAFB8D313",NA,NA,NA,"0","1782161321",NA,"eyJhbGciOiJIUzI1NiJ9.eyJzIjoiU012c2M3MDc2eEd0dVVpdmR5WEJqQSIsImkiOiIxNzgyMTYxMzIxIn0.U9EjbNLpK9By43PxmZCa7AogmCmJ-lDDDOKozlX5dFI","2020-10-25T02:39:36Z","Adzuna::API::Response::Job","permanent","full_time","Adzuna::API::Response::Category","IT Jobs","it-jobs","Adzuna::API::Response::Company","MSH Talent Solutions","India","Adzuna::API::Response::Location","India"
"383","PHP Developer - Javascript/jQuery (4-8 yrs) Pune (Backend Developer)","- Analyzing requirements, problems and solving them with the best solution. - Producing high quality code without much supervision and on-time delivery. - Proficiency in design patterns. - Strong relational database skills. - Strong objected-oriented programming experience. - Experience in JavaScript and mainstream JavaScript libraries such as jQuery, working knowledge of Ajax and Interactive chart libraries such as Highcharts. - Experience with HTML, CSS, JavaScript. - Experience in version co¡­","https://www.adzuna.in/land/ad/1855578170?se=SMvsc7076xGtuUivdyXBjA&utm_medium=api&utm_source=f0c87e31&v=CAEA1490997C663A5492A5E796F5497788A672F7",18.5062,73.84735,NA,"0","1855578170",NA,"eyJhbGciOiJIUzI1NiJ9.eyJpIjoiMTg1NTU3ODE3MCIsInMiOiJTTXZzYzcwNzZ4R3R1VWl2ZHlYQmpBIn0.CH9nTgYtSHUrzQ-IqHRUDFCZvLmQFJxjfBy57ltVusY","2020-12-02T03:23:21Z","Adzuna::API::Response::Job","permanent","full_time","Adzuna::API::Response::Category","IT Jobs","it-jobs","Adzuna::API::Response::Company","Kyuncumber India Pvt Ltd","Pune, Maharashtra","Adzuna::API::Response::Location","c(""India"", ""Maharashtra"", ""Pune"")"
